variable,descripcion,tablas_fuente,dominio,p_featuregroup
componente2_pls,"Segundo componente Intercorp: Ticket Promedio de los últimos 6 meses, Porcentaje de compra con tarjeta de débito en el 12 mes en Supermercados Peruanos, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro bebidas, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro lacteos y congelados, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Porcentaje de compra en efectivo en el 12 mes en Supermercados Peruanos, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro frutas y verduras, Monto promedio neto en soles de las compras realizadas por el cliente en Supermercados Peruanos en los últimos 12 meses en el rubro comestibles especiales, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Prima bruta neta de seguro soat, Prima bruta neta de seguro vida, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses en el rubro jardín y temp, Porcentaje de compra con tarjeta de débito en el 12 mes en Promart, Rubro que tiene mayor transacción en el mes de los últimos 12 meses",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente3_pls,"Tercer componente Intercorp: Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro bebidas, Monto De Compras Realizadas Por El Canal Presencial En Los Últimos 12 Meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro frutas y verduras, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 6 meses en el rubro marca, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Prima bruta neta de seguro soat, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 12 meses en el rubro marca, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses, Código del establecimiento de compra, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro marca, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro dermacosmetica, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos, Código del establecimiento de compra, Monto promedio neto en soles de las compras realizadas por el cliente en Oechsle en los últimos 12 meses",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente4_pls,"Cuarto componente Intercorp: Ticket Promedio de los últimos 6 meses, Porcentaje de compra con tarjeta de débito en el 12 mes en Supermercados Peruanos, Porcentaje de compra en efectivo en el 12 mes en Supermercados Peruanos, Monto De Compras Realizadas Por El Canal Presencial En Los Últimos 12 Meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro frutas y verduras, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 6 meses en el rubro marca, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 12 meses en el rubro marca, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses, Promedio de las compras presencial realizadas por el cliente en los últimos 6 meses en Supermercados Peruanos, Monto De Compras Realizadas En Oechsle Por El Canal Presencial En Los Últimos 12 Meses, Prima bruta neta de seguro vida, Sumatoria de los seguros, Prima bruta neta de seguro vida, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Porcentaje de compra con tarjeta de débito en el 12 mes en Promart, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro dermacosmetica, Rubro que tiene mayor transacción en el mes de los últimos 12 meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos, Código del establecimiento de compra, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses en el rubro jardín y temp",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente5_pls,"Quinto componente Intercorp: Porcentaje de compra con tarjeta de débito en el 12 mes en Supermercados Peruanos, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Porcentaje de compra en efectivo en el 12 mes en Supermercados Peruanos, Monto De Compras Realizadas Por El Canal Presencial En Los Últimos 12 Meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro frutas y verduras, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 6 meses en el rubro marca, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Prima bruta neta de seguro soat, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses, Monto De Compras Realizadas En Oechsle Por El Canal Presencial En Los Últimos 12 Meses, Prima bruta neta de seguro vida, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Porcentaje de compra con tarjeta de débito en el 12 mes en Promart, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro marca, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro dermacosmetica, Rubro que tiene mayor transacción en el mes de los últimos 12 meses, Código del establecimiento de compra, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses en el rubro jardín y temp.",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente6_pls,"Sexto componente Intercorp: Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro bebidas, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Monto De Compras Realizadas Por El Canal Presencial En Los Últimos 12 Meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro frutas y verduras, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Prima bruta neta de seguro soat, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 12 meses en el rubro marca, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses, Promedio de las compras presencial realizadas por el cliente en los últimos 6 meses en Supermercados Peruanos, Monto De Compras Realizadas En Oechsle Por El Canal Presencial En Los Últimos 12 Meses, Sumatoria de los seguros, Código del establecimiento de compra, Prima bruta neta de seguro vida, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Monto promedio neto en soles de las compras realizadas por el cliente en Oechsle en los últimos 12 meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente7_pls,"Sétimo componente Intercorp: Ticket Promedio de los últimos 6 meses, Porcentaje de compra con tarjeta de débito en el 12 mes en Supermercados Peruanos, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Monto De Compras Realizadas Por El Canal Presencial En Los Últimos 12 Meses, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 6 meses en el rubro marca, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses, Promedio de las compras presencial realizadas por el cliente en los últimos 6 meses en Supermercados Peruanos, Monto De Compras Realizadas En Oechsle Por El Canal Presencial En Los Últimos 12 Meses, Prima bruta neta de seguro vida, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Porcentaje de compra con tarjeta de débito en el 12 mes en Promart, Monto promedio neto en soles de las compras realizadas por el cliente en Oechsle en los últimos 12 meses, Rubro que tiene mayor transacción en el mes de los últimos 12 meses, Monto promedio neto en soles de las compras realizadas por el cliente en Promart en los últimos 12 meses en el rubro jardín y temp",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente8_pls,"Octavo componente Intercorp: Ticket Promedio de los últimos 6 meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro lacteos y congelados, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Porcentaje de compra en efectivo en el 12 mes en Supermercados Peruanos, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro frutas y verduras, Monto promedio neto en soles de las compras realizadas por el cliente en Supermercados Peruanos en los últimos 12 meses en el rubro comestibles especiales, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 6 meses en el rubro marca, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro fiambres y quesos, Máximo valor neto en soles de producto comprado por en cliente en Farmacias Peruanas de los últimos 12 meses en el rubro marca, Promedio de las compras presencial realizadas por el cliente en los últimos 6 meses en Supermercados Peruanos, Sumatoria de los seguros, Código del establecimiento de compra, Prima bruta neta de seguro vida, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Porcentaje de compra con tarjeta de débito en el 12 mes en Promart, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro marca, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro dermacosmetica, Rubro que tiene mayor transacción en el mes de los últimos 12 meses, Código del establecimiento de compra.",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
componente9_pls,"Noveno componente Intercorp: Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro bebidas, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro lacteos y congelados, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Supermercados Peruanos, Porcentaje de compra en efectivo en el 12 mes en Supermercados Peruanos, Prima bruta neta de seguro soat, Promedio de las compras presencial realizadas por el cliente en los últimos 6 meses en Supermercados Peruanos, Monto De Compras Realizadas En Oechsle Por El Canal Presencial En Los Últimos 12 Meses, Sumatoria de los seguros, Prima bruta neta de seguro vida, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro panadería y pastelería, Porcentaje de compra con tarjeta de débito en el 12 mes en Promart, Monto promedio neto en soles de las compras realizadas por el cliente en Oechsle en los últimos 12 meses, Monto promedio neto en soles de las compras realizadas por el cliente en los últimos 12 meses en Farmacias Peruanas en el rubro marca, Rubro que tiene mayor transacción en el mes de los últimos 12 meses, Máximo valor neto en soles de producto comprado por el cliente en Supermercados Peruanos en los últimos 12 meses del rubro pescados y mariscos, Código del establecimiento de compra.",infingr_dscs_cli,ibk-fs-acoe-intercorp,ibk-fs-group-ibk-itcx-mes
ctd_dec_sld_cta_12m,Cantidad de decrementos del saldo SSFF en cuenta en los últimos 12 meses,t_rsk_vars_mdl_rcc_decrsldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
ctd_dec_sld_cta_tc_12m,Cantidad de decrementos de saldo en Tarjeta de Crédito en el SSFF en los últimos 12 meses,t_rsk_vars_mdl_rcc_decrsldotc,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
ctd_sld_pp_sf_12m,Tendencia de saldos de Préstamos Personales y Comerciales en el SSFF en el último año,"t_rsk_vars_mdl_rcc_sldo, t_rsk_vars_mdl_rcc_prdsitu",ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
flg_cred_hip_12m,Tenencia de crédito hipotecario en el SSFF en el último año,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
mnt_saldisp_m01,"Saldo disponible en el ultimo mes en el sistema financiero, en Rcc",tbl_rcc_per_allsf_mdl,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
nro_decrsldinf_12m,Número de decremento de saldos en el sistema financiero en los últimos 12 meses.,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
pct_max_lin_tc_no_ibk_3m,"Máximo porcentaje linea de uso de Tarjeta de Crédito, sin considerar IBK",t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
prm_dec_tot_12m,Promedio del decremento saldo total (todos los productos) SSFF en los ultimos 12 meses,t_rsk_vars_mdl_rcc_decrsldo,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
prm_decrsldinf_12m,"Decremento promedio de saldos vigente y no vigente en el sistema financiero en los últimos 12 meses, quitando decremento mínimo y máximo, considera al menos 3 decrementos informados.",t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
ratio_disp_ef_pnpj_u1m,Ratio disposición efectivo persona natural jurídica último mes en el sistema financiero,t_rsk_vars_mdl_rcc_cons,ibk-fs-acoe-histfin,ibk-fs-group-per-rcc2-mes
ratio_ibk_u1m_hace_12m,Ratio de saldo Interbank del último mes entre últimos 12 meses,T_RSK_VARS_MDL_RCC_RATSLDO,ibk-fs-acoe-infocli,ibk-fs-group-per-rcc2-mes
qant_dias_no_t1_no_ibk,,,,ibk-fs-group-per-rcc2-mes
count_sent,Cantidad de envíos últimos 18 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
count_open_click,Cantidad de open o clicks últimos 18 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
sent_last_2m,Cantidad de envíos últimos 2 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
open_click_last_2m,Cantidad de open o clicks últimos 2 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
sent_last_3m,Cantidad de envíos últimos 3 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
open_click_last_3m,Cantidad de open o clicks últimos 3 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
sent_last_6m,Cantidad de envíos últimos 6 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
meses_bloqueo_tc,Cantidad de meses en que la TC está bloqueada (en los últimos 6 meses),t_aws_360_cliente_mes_d3,ibk-fs-acoe-journey,ibk-fs-group-per-churn-mes
open_click_last_6m,Cantidad de open o clicks últimos 6 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
sent_last_12m,Cantidad de envíos últimos 12 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
open_click_last_12m,Cantidad de open o clicks últimos 12 meses,"e_perm_aws.t_mensajeria_latinia, e_perm_aws.V_BIGD_FEEDBACK_HTML_ACP",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
ctd_fuente_email,Cantidad de fuentes donde ingresaron el email,"e_perm_aws.V_MIDC_EMAIL_SINS, e_perm_aws.t_midc_de_fuente",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
ctd_fuente_email_validadas,Cantidad de fuentes validadas donde ingresaron el email,"e_perm_aws.V_MIDC_EMAIL_SINS, e_perm_aws.t_midc_de_fuente",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
ctd_fuente_proveedor_feedback,Cantidad de fuentes de proveedor feedback donde ingresaron el email,"e_perm_aws.V_MIDC_EMAIL_SINS, e_perm_aws.t_midc_de_fuente",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
ctd_fuente_proveedor_externo,Cantidad de fuentes de proveedor externo donde ingresaron el email,"e_perm_aws.V_MIDC_EMAIL_SINS, e_perm_aws.t_midc_de_fuente",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
ctd_fuente_digital,Cantidad de fuentes digitales donde ingresaron el email,"e_perm_aws.V_MIDC_EMAIL_SINS, e_perm_aws.t_midc_de_fuente",ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
flagautenticado,Flag email autenticado,e_perm_aws.t_BIGD_FORM_DETALLE,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
flag_estado,Flag email activo/inactivo,e_perm_aws.t_rm_email,ibk-fs-acoe-infpers,ibk-fs-group-ibk-ctosdig-mes
fac_pago_ult_mes,si tuvo facilidades de pago High Risk  en el ultimo mes,T_COB_SEGMENTACION_PORTAFOLIO_HIST,ibk-fs-acoe-infocli,ibk-fs-group-per-rskibk-mes
flg_se_1m,Cliente fue clasificado como sobreendeudado en el ultimo mes en ibk para cualquier producto,t_cob_segmentacion_portafolio_hist,ibk-fs-acoe-infocli,ibk-fs-group-per-rskibk-mes
mto_pri_lin_tc_ibk,Primera linea de tarjeta de crédito inicial en soles otorgada en ibk sin importar si esta activa o no,tbl_rcc_agg01_allsf_mdl,ibk-fs-acoe-infocli,ibk-fs-group-per-rskibk-mes
sgm_cliente,segmento del cliente ,t_fct_segmento_pea,ibk-fs-acoe-infocli,ibk-fs-group-per-pflcom-mes
ctd_1m_camp,Número de campañas cargadas en el último mes.,agg_in_camp_consol_act_hst_mdl,ibk-fs-acoe-camp,ibk-fs-group-per-cmpcons-mes
ctd_6m_camp,Total de campañas cargadas últimos 6 meses.,agg_in_camp_consol_act_hst_mdl,ibk-fs-acoe-camp,ibk-fs-group-per-cmpcons-mes
ctd_open_1m_html,HTML abiertos último mes,v_bigd_feedback_html_acp,ibk-fs-acoe-camp,ibk-fs-group-per-cmpcons-mes
prm_6m_dig_camp_tot,Promedio de campañas digitales últimos 6 meses.,v_bigd_feedback_html_acp,ibk-fs-acoe-camp,ibk-fs-group-per-cmpcons-mes
prm_open_6m_openhtml,open rate HTML promedio últimos 6 meses.,v_bigd_feedback_html_acp,ibk-fs-acoe-camp,ibk-fs-group-per-cmpcons-mes
prm_sent_6m_html,HTML enviados en promedio últimos 6 meses.,v_bigd_feedback_html_acp,ibk-fs-acoe-camp,ibk-fs-group-per-cmpcons-mes
rat_open_1m_html,open rate HTML último mes.,v_bigd_feedback_html_acp,ibk-fs-acoe-camp,ibk-fs-group-per-cmpcons-mes
agp_peorclfrepleg01m,Peor clasificación del representante legal último mes,wrk_var_rcc_rl (t_mst_rep_legal_sunat_rsk),ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
agp_prmcashprm06m,Agrupamiento del promedio del cash in promedio de los 6 últimos meses,wrk_var_trx_empresas (t_agg_mes_vpc_transacc_sav_imp),ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
agp_ratprmpas06mprmpas12m,Agrupamiento del ratio entre promedio pasivo 6 últimos meses / promedio pasivo 12 últimos meses,"wrk_var_pasivos (t_fem_all_instr_rsk, t_dim_jerarquia_productos)",ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
beta_ddaprestpers12m,Beta de la deuda en prestamo personal en los 12um,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
beta_ddaprestperso06m,Beta de la deuda en prestamo personal 6um,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
beta_diasatrasoultano,Beta de los días de atraso en el último año,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
beta_entdistddalineatc06m,Beta de entidades distintas con deuda y linea TC en los 6UM,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
beta_entdistddatc12m,Beta de entidades distintas con deuda y tc en 12um,t_rsk_vars_mdl_rcc_sldo,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
flg_ddahipo,Indicador si presenta deuda hipotecaria,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
flg_segmmixreacreprog,Flg Segm Mix Rea Cre Prog,wkr_po_segm (t_fact_report_rcc_rsk),ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_aumpctsdonovig03m,Máximo aumento en porcentaje del saldo no vigente en los 3 últimos meses,wrk_rcc (t_fact_report_rcc_rsk),ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_aumtoddanonorma06m,Máximo aumento de la deuda no normal en los 6um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_aumtopercddanovig12m,Máximo aumento del % de la deuda no vigente en los 12um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_aumtporcddanegentprinc12m,Máximo aumento del % de deuda negocio en las entidades principales 12um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_diaatraintrmes06m,Máximo días de atraso intrames 6 últimos meses,"wrk_var_cuotas (t_agg_cuotmype_hist_rsk, t_agg_cuotleasing_hist_rsk)",ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_diaatrarepleg03m,Máximo días de atraso en los 3 últimos meses del representante legal,wrk_var_rcc_rl (t_mst_rep_legal_sunat_rsk),ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_diaatrascredneg12m,Máximo días de atraso en créditos negocio en los 12um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_dismddanegconyu03m,Maxima disminución de la deuda negocio en los 3um del conyugue,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_dismddaretailconyu03m,Máxima disminución de deuda retail en los 3um del conyugue,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_dismddaretailrl09m,Máxima disminución de deuda retail relacionada al RL en los 9um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_dismddarl12m,Máxima disminución de deuda relacionada al RL en los 12um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_dismiddaconyu09m,Máxima disminución de la deuda en los 9um del conyugue,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_dismiddanegreplegal12m,Máxima disminución de la deuda negocio en los 12um del Rep. Legal,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_dismiddaretailconyu12m,Máxima disminución de la deuda retail en los 12um del conyugue,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentclasnonorm,Máximo número de entidades en clasificación no normal,wrk_rcc (t_fact_report_rcc_rsk),ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentconyu,Máximo número de entidades del conyugue,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentconyu06m,Máximo número de entidades 6um cny,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentcredneg03m,Máximo número de entidades en créditos negocios 3um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentcrednegnorma03m,Máximo número de entidades en créditos negocios normales 3um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentcrednegnorma12m,Máximo número de entidades en créditos negocios normales 12um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentnonorcyg09m,Máximo número de entidades no normal del conyugue en los 9 últimos meses,"wrk_var_rcc_cyg (t_mst_reniec_rsk,t_fact_report_rcc_rsk)",ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentnonormareplegal03m,Máximo número de entidades no normales en los 3um del Rep. Legal,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentnorma06m,Máximo número de entidades normales en los 6um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentreplegal09m,Máximo número de entidades en los 9um del Rep. Legal,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_nroentrl03m,Máximo número de entidades en los 3um del RL,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_pctdissdo06m,Máximo porcentaje de disminución del saldo en los 6 últimos meses,wrk_rcc (t_fact_report_rcc_rsk),ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_porcsldoimpa03m,Máximo % del saldo impago 3um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_porcusotc06m,Máximo % de uso de la TC en los 6um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
max_sldoimpatc12m,Máximo % de saldo impago en TC los 12um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
meses_recatrasconyu03m,Mes mas reciente que presento atraso el conyugue en los 3um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
meses_recientpresatraso,Mes mas reciente que presento atraso,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
meses_recientpresatrasoconyu12m,Mes mas reciente que presento atraso el conyugue en los 12um,t_fact_report_rcc_rsk,ibk-fs-acoe-histfin,ibk-fs-group-emp-rskfinac-mes
